State,Pollutant,Measure,Time,Value
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,1989,0
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,1990,0
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,1991,0
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,1992,0
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,1993,0
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,1994,0
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,1995,0
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,1996,0
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,1997,0.1
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,1998,0.1
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,1999,0.1
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,2000,0.1
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,2001,0.6
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,2002,0.1
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,2003,0.5
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,2004,0.6
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,2005,0.6
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,2006,0.5
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,2007,0.7
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,2008,0.7
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,2009,0.7
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,2010,0.7
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,2011,0.4
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,2012,0.7
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,2013,1.3
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,2014,1
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,2015,1.5
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,2016,1.3
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,2017,1.1
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,2018,1.3
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,2019,1.7
Idaho,Carbon Dioxide,million metric tons of carbon dioxide,2020,1.6
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1970,67.8
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1971,67.4
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1972,68
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1973,71.6
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1974,70.8
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1975,69.1
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1976,71.7
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1977,73.3
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1978,74.4
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1979,76.3
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1980,75.2
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1981,69.6
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1982,66.7
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1983,71.4
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1984,67.2
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1985,64.8
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1986,64.3
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1987,60.7
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1988,55.5
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1989,54.4
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1990,57.7
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1991,58.8
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1992,53.5
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1993,64.3
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1994,66.7
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1995,67.4
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1996,75.1
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1997,80.1
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1998,79.1
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,1999,80.1
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,2000,86.5
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,2001,86.6
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,2002,89.2
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,2003,89.4
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,2004,95.2
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,2005,94.5
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,2006,92.8
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,2007,97.8
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,2008,97.8
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,2009,91.4
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,2010,95.1
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,2011,92.3
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,2012,86.3
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,2013,90
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,2014,88.8
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,2015,77.4
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,2016,67.2
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,2017,65.2
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,2018,67.1
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,2019,58.2
Illinois,Carbon Dioxide,million metric tons of carbon dioxide,2020,42.6
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1970,49.4
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1971,49.5
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1972,51.4
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1973,56.8
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1974,54.1
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1975,56.5
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1976,60
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1977,62.1
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1978,60.7
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1979,65.8
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1980,69.7
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1981,66.9
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1982,63.7
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1983,70.1
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1984,79
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1985,77.9
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1986,76.1
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1987,76.9
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1988,83.1
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1989,87.5
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1990,96.9
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1991,96.9
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1992,95.2
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1993,98.3
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1994,101.6
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1995,103.3
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1996,104.9
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1997,109.6
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1998,112
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,1999,115.1
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,2000,121.7
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,2001,116.6
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,2002,116.1
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,2003,118.1
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,2004,120.7
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,2005,123.8
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,2006,123.5
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,2007,123.5
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,2008,123.9
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,2009,110.3
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,2010,115.6
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,2011,109.9
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,2012,99.9
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,2013,99.5
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,2014,104.4
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,2015,88.3
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,2016,84.5
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,2017,81
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,2018,90.2
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,2019,75.8
Idiana,Carbon Dioxide,million metric tons of carbon dioxide,2020,63.1
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1970,12.3
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1971,12.6
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1972,14
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1973,14.2
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1974,12.7
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1975,12.4
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1976,14.7
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1977,15.6
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1978,16.8
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1979,17.6
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1980,19.5
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1981,20.8
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1982,20.1
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1983,21
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1984,20.6
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1985,21.8
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1986,21.2
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1987,22.9
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1988,24.7
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1989,24.9
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1990,26.5
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1991,27.4
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1992,26.4
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1993,28
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1994,28.1
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1995,30
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1996,29.9
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1997,30.5
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1998,34.5
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,1999,34.5
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,2000,36.4
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,2001,36.4
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,2002,36.2
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,2003,36.4
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,2004,36.9
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,2005,36.1
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,2006,36.3
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,2007,39.6
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,2008,41.4
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,2009,37.5
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,2010,41.1
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,2011,37.7
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,2012,34.8
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,2013,32.6
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,2014,32.9
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,2015,28.8
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,2016,25.1
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,2017,25.9
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,2018,29.5
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,2019,23.9
Iowa,Carbon Dioxide,million metric tons of carbon dioxide,2020,16.2
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1970,9.9
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1971,10.3
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1972,10.9
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1973,11.9
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1974,13.1
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1975,15
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1976,15.6
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1977,17
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1978,21
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1979,20.7
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1980,23.1
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1981,23.8
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1982,22.8
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1983,24
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1984,27.3
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1985,25.1
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1986,24.3
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1987,25.8
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1988,26.3
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1989,26.2
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1990,27
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1991,27.2
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1992,24.5
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1993,29.6
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1994,29.7
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1995,28.7
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1996,33
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1997,30.7
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1998,31.3
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,1999,33.3
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,2000,36.4
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,2001,35.2
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,2002,38.6
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,2003,38.4
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,2004,37.7
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,2005,37.5
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,2006,35.5
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,2007,38.9
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,2008,36.7
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,2009,35.7
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,2010,35.8
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,2011,34.6
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,2012,31
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,2013,32.3
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,2014,31
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,2015,26.7
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,2016,25.1
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,2017,21.7
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,2018,23.1
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,2019,20.3
Kansas,Carbon Dioxide,million metric tons of carbon dioxide,2020,19.8
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1970,39.4
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1971,42.8
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1972,46.6
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1973,46.7
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1974,47.6
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1975,45.8
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1976,52.4
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1977,51.9
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1978,51.5
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1979,49.8
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1980,53.3
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1981,56.7
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1982,53.2
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1983,53.1
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1984,54.6
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1985,58.8
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1986,62.7
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1987,62.6
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1988,69.9
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1989,64
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1990,67.9
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1991,69.1
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1992,70.2
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1993,78.3
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1994,76.7
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1995,79.2
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1996,81.5
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1997,84.5
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1998,84.8
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,1999,87.5
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,2000,89.2
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,2001,90.3
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,2002,90
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,2003,88.3
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,2004,90.1
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,2005,93.3
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,2006,96.1
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,2007,95.3
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,2008,96
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,2009,88
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,2010,95.1
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,2011,94.6
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,2012,87.4
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,2013,87
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,2014,87.4
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,2015,77.6
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,2016,73.4
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,2017,64.1
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,2018,67.1
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,2019,59.5
Kentucky,Carbon Dioxide,million metric tons of carbon dioxide,2020,50.5
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1970,18.2
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1971,19.9
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1972,22.1
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1973,24.1
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1974,23.5
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1975,22.7
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1976,26.8
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1977,30.1
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1978,32.4
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1979,29.1
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1980,27.3
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1981,26.7
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1982,26.8
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1983,26.3
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1984,27.3
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1985,30
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1986,30.9
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1987,29.3
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1988,33.3
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1989,33.2
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1990,34.4
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1991,34.4
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1992,35.8
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1993,37.5
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1994,38.8
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1995,39.7
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1996,35.4
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1997,39.2
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1998,41.5
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,1999,41.4
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,2000,42.9
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,2001,39.5
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,2002,41.7
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,2003,39.3
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,2004,41.2
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,2005,43.1
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,2006,38.1
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,2007,38.3
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,2008,40.1
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,2009,38
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,2010,42.7
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,2011,46.5
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,2012,43.2
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,2013,41
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,2014,39.5
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,2015,39.4
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,2016,36.2
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,2017,33.5
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,2018,33.9
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,2019,30.7
Louisiana,Carbon Dioxide,million metric tons of carbon dioxide,2020,27.5
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1970,2.3
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1971,2.4
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1972,2.7
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1973,2.4
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1974,1.9
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1975,1.3
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1976,0.9
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1977,0.6
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1978,0.8
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1979,1.1
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1980,1.7
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1981,1.8
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1982,1.5
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1983,1.7
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1984,1.7
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1985,1.6
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1986,2.1
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1987,2.1
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1988,2.3
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1989,2.5
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1990,2.1
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1991,1.7
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1992,1.6
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1993,1.3
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1994,1.2
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1995,1.2
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1996,1.1
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1997,1.7
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1998,1.9
Maine,Carbon Dioxide,million metric tons of carbon dioxide,1999,3.3
Maine,Carbon Dioxide,million metric tons of carbon dioxide,2000,3.5
Maine,Carbon Dioxide,million metric tons of carbon dioxide,2001,5.7
Maine,Carbon Dioxide,million metric tons of carbon dioxide,2002,5.9
Maine,Carbon Dioxide,million metric tons of carbon dioxide,2003,4.8
Maine,Carbon Dioxide,million metric tons of carbon dioxide,2004,4.5
Maine,Carbon Dioxide,million metric tons of carbon dioxide,2005,3.8
Maine,Carbon Dioxide,million metric tons of carbon dioxide,2006,2.7
Maine,Carbon Dioxide,million metric tons of carbon dioxide,2007,2.6
Maine,Carbon Dioxide,million metric tons of carbon dioxide,2008,2.5
Maine,Carbon Dioxide,million metric tons of carbon dioxide,2009,2.4
Maine,Carbon Dioxide,million metric tons of carbon dioxide,2010,2.6
Maine,Carbon Dioxide,million metric tons of carbon dioxide,2011,2.1
Maine,Carbon Dioxide,million metric tons of carbon dioxide,2012,1.7
Maine,Carbon Dioxide,million metric tons of carbon dioxide,2013,1.4
Maine,Carbon Dioxide,million metric tons of carbon dioxide,2014,1.7
Maine,Carbon Dioxide,million metric tons of carbon dioxide,2015,1.6
Maine,Carbon Dioxide,million metric tons of carbon dioxide,2016,1.5
Maine,Carbon Dioxide,million metric tons of carbon dioxide,2017,1
Maine,Carbon Dioxide,million metric tons of carbon dioxide,2018,1.1
Maine,Carbon Dioxide,million metric tons of carbon dioxide,2019,0.7
